subject,session,class_name,cue_side,rt_group,n_trials,n_unusable,unusable_rate,mean_error,mean_RT
s09,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s09,2,noMS,left,validRT,64,33,0.515625,8.375,756.625
s09,2,noMS,left,trimmedRT,1,1,1,14,1582
s09,2,noMS,right,validRT,88,67,0.761363636363636,9.14772727272727,853.125
s09,2,noMS,right,trimmedRT,0,0,NaN,NaN,NaN
s09,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s09,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s09,2,away,left,validRT,56,12,0.214285714285714,6.66071428571429,687.160714285714
s09,2,away,left,trimmedRT,1,0,0,6,1641
s09,2,away,right,validRT,63,1,0.0158730158730159,8.57142857142857,678.047619047619
s09,2,away,right,trimmedRT,1,0,0,5,1687
s09,2,away,other,validRT,0,0,NaN,NaN,NaN
s09,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s09,2,tooSmall,left,validRT,62,10,0.161290322580645,6.69354838709677,637.048387096774
s09,2,tooSmall,left,trimmedRT,2,0,0,4.5,1962.5
s09,2,tooSmall,right,validRT,50,12,0.24,8.76,730.56
s09,2,tooSmall,right,trimmedRT,1,1,1,2,2079
s09,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s09,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s09,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s09,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s09,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s09,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s09,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s09,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s10,1,toward,left,validRT,27,0,0,19.3333333333333,759.037037037037
s10,1,toward,left,trimmedRT,1,1,1,4,1518
s10,1,toward,right,validRT,31,0,0,13.2903225806452,856.032258064516
s10,1,toward,right,trimmedRT,0,0,NaN,NaN,NaN
s10,1,toward,other,validRT,0,0,NaN,NaN,NaN
s10,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s10,1,noMS,left,validRT,125,1,0.008,13.448,755.96
s10,1,noMS,left,trimmedRT,3,0,0,9,1640
s10,1,noMS,right,validRT,123,1,0.00813008130081301,14.9349593495935,754.764227642276
s10,1,noMS,right,trimmedRT,3,0,0,17.6666666666667,1448
s10,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s10,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s10,1,away,left,validRT,26,0,0,11.2307692307692,756.692307692308
s10,1,away,left,trimmedRT,0,0,NaN,NaN,NaN
s10,1,away,right,validRT,20,1,0.05,13.65,798.45
s10,1,away,right,trimmedRT,1,0,0,18,1671
s10,1,away,other,validRT,0,0,NaN,NaN,NaN
s10,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s10,1,tooSmall,left,validRT,115,1,0.00869565217391304,13.5391304347826,765.121739130435
s10,1,tooSmall,left,trimmedRT,3,0,0,29.3333333333333,1654.66666666667
s10,1,tooSmall,right,validRT,119,0,0,15.5042016806723,773.605042016807
s10,1,tooSmall,right,trimmedRT,3,0,0,33.6666666666667,1910.66666666667
s10,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s10,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s10,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s10,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s10,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s10,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s10,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s10,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s10,2,toward,left,validRT,46,0,0,12.1304347826087,730.891304347826
s10,2,toward,left,trimmedRT,2,0,0,26,1822.5
s10,2,toward,right,validRT,72,0,0,14.4305555555556,778.513888888889
s10,2,toward,right,trimmedRT,2,0,0,37.5,1918.5
s10,2,toward,other,validRT,0,0,NaN,NaN,NaN
s10,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s10,2,noMS,left,validRT,105,0,0,14.1047619047619,724.790476190476
s10,2,noMS,left,trimmedRT,6,0,0,22,1672.66666666667
s10,2,noMS,right,validRT,98,0,0,16.2551020408163,726.204081632653
s10,2,noMS,right,trimmedRT,2,0,0,23,1636
s10,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s10,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s10,2,away,left,validRT,42,0,0,14.6190476190476,780.833333333333
s10,2,away,left,trimmedRT,0,0,NaN,NaN,NaN
s10,2,away,right,validRT,27,0,0,9.51851851851852,730.962962962963
s10,2,away,right,trimmedRT,1,0,0,14,1427
s10,2,away,other,validRT,0,0,NaN,NaN,NaN
s10,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s10,2,tooSmall,left,validRT,96,0,0,10.8333333333333,708.8125
s10,2,tooSmall,left,trimmedRT,3,0,0,9.33333333333333,1905.66666666667
s10,2,tooSmall,right,validRT,94,0,0,10.0531914893617,748.712765957447
s10,2,tooSmall,right,trimmedRT,4,0,0,11,1572
s10,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s10,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s10,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s10,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s10,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s10,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s10,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s10,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s11,1,toward,left,validRT,102,1,0.00980392156862745,14.7549019607843,656.617647058824
s11,1,toward,left,trimmedRT,11,1,0.0909090909090909,22.8181818181818,1844.81818181818
s11,1,toward,right,validRT,76,3,0.0394736842105263,14.1842105263158,588.407894736842
s11,1,toward,right,trimmedRT,5,1,0.2,26.8,1830
s11,1,toward,other,validRT,0,0,NaN,NaN,NaN
s11,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s11,1,noMS,left,validRT,100,10,0.1,14.51,559.71
s11,1,noMS,left,trimmedRT,5,2,0.4,16.6,1889.4
s11,1,noMS,right,validRT,99,11,0.111111111111111,12.2222222222222,546.363636363636
s11,1,noMS,right,trimmedRT,3,2,0.666666666666667,25,2252
s11,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s11,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s11,1,away,left,validRT,40,3,0.075,14.95,579.925
s11,1,away,left,trimmedRT,3,0,0,11.6666666666667,1719.66666666667
s11,1,away,right,validRT,51,1,0.0196078431372549,12.7647058823529,589.980392156863
s11,1,away,right,trimmedRT,1,0,0,8,1692
s11,1,away,other,validRT,0,0,NaN,NaN,NaN
s11,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s11,1,tooSmall,left,validRT,38,5,0.131578947368421,12.7368421052632,592.263157894737
s11,1,tooSmall,left,trimmedRT,1,0,0,10,1344
s11,1,tooSmall,right,validRT,62,4,0.0645161290322581,13.6451612903226,561.790322580645
s11,1,tooSmall,right,trimmedRT,3,0,0,10.6666666666667,1536
s11,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s11,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s11,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s11,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s11,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s11,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s11,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s11,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s11,2,toward,left,validRT,72,0,0,10.1388888888889,527.069444444444
s11,2,toward,left,trimmedRT,0,0,NaN,NaN,NaN
s11,2,toward,right,validRT,49,0,0,10.1632653061224,513.408163265306
s11,2,toward,right,trimmedRT,0,0,NaN,NaN,NaN
s11,2,toward,other,validRT,0,0,NaN,NaN,NaN
s11,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s11,2,noMS,left,validRT,148,33,0.222972972972973,16.7094594594595,470.304054054054
s11,2,noMS,left,trimmedRT,2,2,1,65,1734
s11,2,noMS,right,validRT,161,37,0.229813664596273,13.1055900621118,475.11801242236
s11,2,noMS,right,trimmedRT,0,0,NaN,NaN,NaN
s11,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s11,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s11,2,away,left,validRT,31,0,0,14.8387096774194,490
s11,2,away,left,trimmedRT,0,0,NaN,NaN,NaN
s11,2,away,right,validRT,43,0,0,16.3255813953488,508.53488372093
s11,2,away,right,trimmedRT,1,0,0,12,1530
s11,2,away,other,validRT,0,0,NaN,NaN,NaN
s11,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s11,2,tooSmall,left,validRT,47,1,0.0212765957446809,17.2127659574468,477.893617021277
s11,2,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s11,2,tooSmall,right,validRT,46,3,0.0652173913043478,9.91304347826087,475.673913043478
s11,2,tooSmall,right,trimmedRT,0,0,NaN,NaN,NaN
s11,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s11,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s11,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s11,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s11,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s11,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s11,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s11,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s12,1,toward,left,validRT,82,3,0.0365853658536585,15.1829268292683,637.40243902439
s12,1,toward,left,trimmedRT,7,0,0,19.4285714285714,1714.14285714286
s12,1,toward,right,validRT,124,2,0.0161290322580645,14.2016129032258,578.217741935484
s12,1,toward,right,trimmedRT,9,1,0.111111111111111,22.2222222222222,1941
s12,1,toward,other,validRT,0,0,NaN,NaN,NaN
s12,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s12,1,noMS,left,validRT,63,4,0.0634920634920635,11.8412698412698,622.349206349206
s12,1,noMS,left,trimmedRT,10,9,0.9,42.2,3250.7
s12,1,noMS,right,validRT,44,0,0,14.3409090909091,565.840909090909
s12,1,noMS,right,trimmedRT,2,2,1,47,1570
s12,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s12,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s12,1,away,left,validRT,81,3,0.037037037037037,18.2839506172839,587.481481481482
s12,1,away,left,trimmedRT,2,0,0,6,1312
s12,1,away,right,validRT,59,1,0.0169491525423729,16.6101694915254,663.694915254237
s12,1,away,right,trimmedRT,1,0,0,88,1464
s12,1,away,other,validRT,0,0,NaN,NaN,NaN
s12,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s12,1,tooSmall,left,validRT,52,0,0,12.2115384615385,597.75
s12,1,tooSmall,left,trimmedRT,3,0,0,13.3333333333333,3256
s12,1,tooSmall,right,validRT,58,2,0.0344827586206897,21.051724137931,609.362068965517
s12,1,tooSmall,right,trimmedRT,3,3,1,28.3333333333333,1641.66666666667
s12,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s12,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s12,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s12,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s12,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s12,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s12,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s12,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s12,2,toward,left,validRT,76,0,0,13.1315789473684,531.855263157895
s12,2,toward,left,trimmedRT,1,0,0,3,1543
s12,2,toward,right,validRT,129,1,0.00775193798449612,10.4806201550388,475.84496124031
s12,2,toward,right,trimmedRT,2,1,0.5,14,1582.5
s12,2,toward,other,validRT,0,0,NaN,NaN,NaN
s12,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s12,2,noMS,left,validRT,68,1,0.0147058823529412,13.1764705882353,504.264705882353
s12,2,noMS,left,trimmedRT,0,0,NaN,NaN,NaN
s12,2,noMS,right,validRT,55,1,0.0181818181818182,16.2909090909091,479.218181818182
s12,2,noMS,right,trimmedRT,1,1,1,3,1495
s12,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s12,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s12,2,away,left,validRT,56,0,0,13.4285714285714,564.964285714286
s12,2,away,left,trimmedRT,1,1,1,27,2720
s12,2,away,right,validRT,31,0,0,13.9677419354839,483.354838709677
s12,2,away,right,trimmedRT,1,0,0,4,2646
s12,2,away,other,validRT,0,0,NaN,NaN,NaN
s12,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s12,2,tooSmall,left,validRT,98,0,0,11.2142857142857,513.632653061224
s12,2,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s12,2,tooSmall,right,validRT,80,0,0,13.175,498.8375
s12,2,tooSmall,right,trimmedRT,1,0,0,11,1520
s12,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s12,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s12,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s12,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s12,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s12,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s12,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s12,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s13,1,toward,left,validRT,73,2,0.0273972602739726,22.6164383561644,560.465753424658
s13,1,toward,left,trimmedRT,2,1,0.5,57,2998
s13,1,toward,right,validRT,111,13,0.117117117117117,20.4954954954955,591.162162162162
s13,1,toward,right,trimmedRT,1,0,0,68,1642
s13,1,toward,other,validRT,0,0,NaN,NaN,NaN
s13,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s13,1,noMS,left,validRT,83,44,0.530120481927711,21.5903614457831,557.650602409639
s13,1,noMS,left,trimmedRT,4,4,1,43.25,1802.25
s13,1,noMS,right,validRT,94,51,0.542553191489362,23.8191489361702,557.925531914894
s13,1,noMS,right,trimmedRT,4,1,0.25,33.25,1849.75
s13,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s13,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s13,1,away,left,validRT,83,6,0.072289156626506,15.8313253012048,554.409638554217
s13,1,away,left,trimmedRT,1,0,0,23,2885
s13,1,away,right,validRT,54,7,0.12962962962963,29.6666666666667,576.018518518518
s13,1,away,right,trimmedRT,3,1,0.333333333333333,46.6666666666667,1612.66666666667
s13,1,away,other,validRT,0,0,NaN,NaN,NaN
s13,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s13,1,tooSmall,left,validRT,50,4,0.08,21.5,550.54
s13,1,tooSmall,left,trimmedRT,4,1,0.25,32.75,1688.75
s13,1,tooSmall,right,validRT,31,5,0.161290322580645,20.5161290322581,598.645161290323
s13,1,tooSmall,right,trimmedRT,2,0,0,22,1935.5
s13,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s13,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s13,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s13,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s13,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s13,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s13,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s13,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s13,2,toward,left,validRT,71,12,0.169014084507042,25.9859154929577,492.830985915493
s13,2,toward,left,trimmedRT,4,2,0.5,18.75,1528.5
s13,2,toward,right,validRT,117,14,0.11965811965812,21.2307692307692,519.871794871795
s13,2,toward,right,trimmedRT,1,0,0,5,1450
s13,2,toward,other,validRT,0,0,NaN,NaN,NaN
s13,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s13,2,noMS,left,validRT,104,54,0.519230769230769,20.7884615384615,513.471153846154
s13,2,noMS,left,trimmedRT,1,1,1,63,1756
s13,2,noMS,right,validRT,80,44,0.55,25.7,555.7625
s13,2,noMS,right,trimmedRT,4,2,0.5,21.25,1971.5
s13,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s13,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s13,2,away,left,validRT,65,9,0.138461538461538,31.3538461538462,471.369230769231
s13,2,away,left,trimmedRT,2,2,1,9,1931.5
s13,2,away,right,validRT,43,9,0.209302325581395,22.6511627906977,492.697674418605
s13,2,away,right,trimmedRT,2,1,0.5,46.5,1790.5
s13,2,away,other,validRT,0,0,NaN,NaN,NaN
s13,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s13,2,tooSmall,left,validRT,53,19,0.358490566037736,30.5849056603774,500.924528301887
s13,2,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s13,2,tooSmall,right,validRT,53,17,0.320754716981132,26.8301886792453,538.320754716981
s13,2,tooSmall,right,trimmedRT,0,0,NaN,NaN,NaN
s13,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s13,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s13,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s13,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s13,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s13,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s13,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s13,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s14,1,toward,left,validRT,82,4,0.0487804878048781,17.0609756097561,1200.46341463415
s14,1,toward,left,trimmedRT,11,3,0.272727272727273,45.9090909090909,6433.90909090909
s14,1,toward,right,validRT,71,6,0.0845070422535211,13.5211267605634,1123.29577464789
s14,1,toward,right,trimmedRT,22,7,0.318181818181818,28.5,3738.31818181818
s14,1,toward,other,validRT,0,0,NaN,NaN,NaN
s14,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s14,1,noMS,left,validRT,88,30,0.340909090909091,16.2272727272727,1248.23863636364
s14,1,noMS,left,trimmedRT,34,24,0.705882352941177,37.6176470588235,4627
s14,1,noMS,right,validRT,84,30,0.357142857142857,17.9166666666667,1338.21428571429
s14,1,noMS,right,trimmedRT,33,18,0.545454545454545,41.8181818181818,4969.78787878788
s14,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s14,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s14,1,away,left,validRT,36,4,0.111111111111111,16.1388888888889,1273.47222222222
s14,1,away,left,trimmedRT,16,4,0.25,19.375,5676.25
s14,1,away,right,validRT,33,8,0.242424242424242,18.969696969697,1302.57575757576
s14,1,away,right,trimmedRT,11,3,0.272727272727273,33.2727272727273,4059.36363636364
s14,1,away,other,validRT,0,0,NaN,NaN,NaN
s14,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s14,1,tooSmall,left,validRT,25,7,0.28,20.16,1263.68
s14,1,tooSmall,left,trimmedRT,8,2,0.25,47.375,5761.375
s14,1,tooSmall,right,validRT,38,5,0.131578947368421,15.8947368421053,1160.44736842105
s14,1,tooSmall,right,trimmedRT,8,1,0.125,23.375,4984.875
s14,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s14,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s14,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s14,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s14,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s14,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s14,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s14,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s14,2,toward,left,validRT,98,7,0.0714285714285714,19.4285714285714,1032.4693877551
s14,2,toward,left,trimmedRT,8,2,0.25,34.75,3599.125
s14,2,toward,right,validRT,114,8,0.0701754385964912,13.3771929824561,972.859649122807
s14,2,toward,right,trimmedRT,6,2,0.333333333333333,58.1666666666667,5237.16666666667
s14,2,toward,other,validRT,0,0,NaN,NaN,NaN
s14,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s14,2,noMS,left,validRT,75,10,0.133333333333333,24.64,1120.01333333333
s14,2,noMS,left,trimmedRT,19,9,0.473684210526316,38.7368421052632,5077.73684210526
s14,2,noMS,right,validRT,69,19,0.27536231884058,20.7391304347826,1191.66666666667
s14,2,noMS,right,trimmedRT,18,9,0.5,29.4444444444444,5089
s14,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s14,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s14,2,away,left,validRT,34,3,0.0882352941176471,23.4411764705882,1191.73529411765
s14,2,away,left,trimmedRT,9,1,0.111111111111111,20.2222222222222,4265.33333333333
s14,2,away,right,validRT,43,6,0.13953488372093,23.2558139534884,1227.62790697674
s14,2,away,right,trimmedRT,7,2,0.285714285714286,46.2857142857143,3324
s14,2,away,other,validRT,0,0,NaN,NaN,NaN
s14,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s14,2,tooSmall,left,validRT,51,5,0.0980392156862745,15.2941176470588,1090.94117647059
s14,2,tooSmall,left,trimmedRT,6,3,0.5,46,3895.66666666667
s14,2,tooSmall,right,validRT,37,7,0.189189189189189,18.3783783783784,950.189189189189
s14,2,tooSmall,right,trimmedRT,6,3,0.5,81.6666666666667,4156.66666666667
s14,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s14,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s14,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s14,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s14,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s14,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s14,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s14,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s15,1,toward,left,validRT,93,6,0.0645161290322581,9.87096774193548,1212.1935483871
s15,1,toward,left,trimmedRT,8,1,0.125,6.5,2858.5
s15,1,toward,right,validRT,149,10,0.0671140939597315,8.80536912751678,1282.30872483221
s15,1,toward,right,trimmedRT,20,4,0.2,15.75,3392.8
s15,1,toward,other,validRT,0,0,NaN,NaN,NaN
s15,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s15,1,noMS,left,validRT,23,6,0.260869565217391,11.0869565217391,1413.86956521739
s15,1,noMS,left,trimmedRT,6,1,0.166666666666667,14,2969
s15,1,noMS,right,validRT,35,16,0.457142857142857,10.3714285714286,1535.91428571429
s15,1,noMS,right,trimmedRT,5,1,0.2,38,2995.2
s15,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s15,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s15,1,away,left,validRT,64,5,0.078125,13.09375,1281.734375
s15,1,away,left,trimmedRT,6,0,0,17.8333333333333,3569.16666666667
s15,1,away,right,validRT,23,1,0.0434782608695652,10.2608695652174,1310.34782608696
s15,1,away,right,trimmedRT,1,0,0,32,2569
s15,1,away,other,validRT,0,0,NaN,NaN,NaN
s15,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s15,1,tooSmall,left,validRT,92,12,0.130434782608696,9.56521739130435,1245.65217391304
s15,1,tooSmall,left,trimmedRT,8,0,0,25.375,2853
s15,1,tooSmall,right,validRT,63,8,0.126984126984127,7.77777777777778,1337.33333333333
s15,1,tooSmall,right,trimmedRT,4,0,0,10.25,3525.75
s15,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s15,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s15,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s15,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s15,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s15,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s15,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s15,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s15,2,toward,left,validRT,75,1,0.0133333333333333,9.37333333333333,921.12
s15,2,toward,left,trimmedRT,2,0,0,47,4225.5
s15,2,toward,right,validRT,184,5,0.0271739130434783,10.570652173913,890.505434782609
s15,2,toward,right,trimmedRT,4,0,0,36,3642.75
s15,2,toward,other,validRT,0,0,NaN,NaN,NaN
s15,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s15,2,noMS,left,validRT,37,2,0.0540540540540541,9.78378378378378,863.513513513514
s15,2,noMS,left,trimmedRT,0,0,NaN,NaN,NaN
s15,2,noMS,right,validRT,26,4,0.153846153846154,7.73076923076923,876.153846153846
s15,2,noMS,right,trimmedRT,0,0,NaN,NaN,NaN
s15,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s15,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s15,2,away,left,validRT,71,1,0.0140845070422535,10.8732394366197,797
s15,2,away,left,trimmedRT,0,0,NaN,NaN,NaN
s15,2,away,right,validRT,13,1,0.0769230769230769,6.92307692307692,954.923076923077
s15,2,away,right,trimmedRT,0,0,NaN,NaN,NaN
s15,2,away,other,validRT,0,0,NaN,NaN,NaN
s15,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s15,2,tooSmall,left,validRT,114,8,0.0701754385964912,10.2017543859649,900.219298245614
s15,2,tooSmall,left,trimmedRT,1,0,0,66,4069
s15,2,tooSmall,right,validRT,72,6,0.0833333333333333,8.54166666666667,932.513888888889
s15,2,tooSmall,right,trimmedRT,1,0,0,1,2923
s15,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s15,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s15,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s15,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s15,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s15,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s15,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s15,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s16,1,toward,left,validRT,45,0,0,18.3333333333333,560.866666666667
s16,1,toward,left,trimmedRT,1,0,0,78,1570
s16,1,toward,right,validRT,43,0,0,17.8604651162791,647.395348837209
s16,1,toward,right,trimmedRT,1,0,0,81,1614
s16,1,toward,other,validRT,0,0,NaN,NaN,NaN
s16,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s16,1,noMS,left,validRT,118,1,0.00847457627118644,15.0593220338983,582.033898305085
s16,1,noMS,left,trimmedRT,3,0,0,39.3333333333333,1510.66666666667
s16,1,noMS,right,validRT,115,1,0.00869565217391304,14.4173913043478,642.852173913043
s16,1,noMS,right,trimmedRT,4,0,0,27.5,1322.5
s16,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s16,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s16,1,away,left,validRT,30,0,0,19.6333333333333,538.9
s16,1,away,left,trimmedRT,1,0,0,1,1323
s16,1,away,right,validRT,28,0,0,11.8928571428571,621.678571428571
