subject,session,class_name,cue_side,rt_group,n_trials,n_unusable,unusable_rate,mean_error,mean_RT
s16,1,away,right,trimmedRT,1,0,0,64,1304
s16,1,away,other,validRT,0,0,NaN,NaN,NaN
s16,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s16,1,tooSmall,left,validRT,99,0,0,15.8080808080808,604.414141414141
s16,1,tooSmall,left,trimmedRT,3,0,0,35.3333333333333,1771
s16,1,tooSmall,right,validRT,106,0,0,15.9245283018868,655.5
s16,1,tooSmall,right,trimmedRT,2,0,0,60,1418.5
s16,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s16,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s16,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s16,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s16,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s16,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s16,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s16,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s16,2,toward,left,validRT,62,0,0,15.4677419354839,590.129032258065
s16,2,toward,left,trimmedRT,2,0,0,47.5,1528
s16,2,toward,right,validRT,60,1,0.0166666666666667,19.6666666666667,644.683333333333
s16,2,toward,right,trimmedRT,4,0,0,33.75,1326.25
s16,2,toward,other,validRT,0,0,NaN,NaN,NaN
s16,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s16,2,noMS,left,validRT,120,5,0.0416666666666667,19.8666666666667,576.858333333333
s16,2,noMS,left,trimmedRT,1,0,0,8,1426
s16,2,noMS,right,validRT,101,3,0.0297029702970297,24.1485148514851,640.336633663366
s16,2,noMS,right,trimmedRT,8,1,0.125,44.125,1604.75
s16,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s16,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s16,2,away,left,validRT,28,1,0.0357142857142857,8.89285714285714,549.678571428571
s16,2,away,left,trimmedRT,1,0,0,16,2079
s16,2,away,right,validRT,37,0,0,23.1081081081081,625.810810810811
s16,2,away,right,trimmedRT,3,0,0,36.3333333333333,1445
s16,2,away,other,validRT,0,0,NaN,NaN,NaN
s16,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s16,2,tooSmall,left,validRT,86,3,0.0348837209302326,19.8023255813953,582.581395348837
s16,2,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s16,2,tooSmall,right,validRT,83,4,0.0481927710843374,22.9518072289157,671.048192771084
s16,2,tooSmall,right,trimmedRT,4,0,0,28.5,1414.25
s16,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s16,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s16,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s16,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s16,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s16,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s16,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s16,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s17,1,toward,left,validRT,55,0,0,12.1090909090909,921.636363636364
s17,1,toward,left,trimmedRT,0,0,NaN,NaN,NaN
s17,1,toward,right,validRT,74,1,0.0135135135135135,9.21621621621622,891.635135135135
s17,1,toward,right,trimmedRT,5,0,0,40.2,2227.2
s17,1,toward,other,validRT,0,0,NaN,NaN,NaN
s17,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s17,1,noMS,left,validRT,98,17,0.173469387755102,12.8265306122449,943.755102040816
s17,1,noMS,left,trimmedRT,7,0,0,25.2857142857143,2361
s17,1,noMS,right,validRT,99,20,0.202020202020202,14.3939393939394,959.484848484848
s17,1,noMS,right,trimmedRT,3,0,0,23,2487.66666666667
s17,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s17,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s17,1,away,left,validRT,38,0,0,15.3157894736842,977.184210526316
s17,1,away,left,trimmedRT,1,0,0,6,2295
s17,1,away,right,validRT,33,1,0.0303030303030303,11.5454545454545,920.606060606061
s17,1,away,right,trimmedRT,2,0,0,13,2373
s17,1,away,other,validRT,0,0,NaN,NaN,NaN
s17,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s17,1,tooSmall,left,validRT,97,8,0.0824742268041237,11.6185567010309,920.587628865979
s17,1,tooSmall,left,trimmedRT,4,1,0.25,45.25,2280.5
s17,1,tooSmall,right,validRT,79,6,0.0759493670886076,14.2151898734177,966.645569620253
s17,1,tooSmall,right,trimmedRT,5,2,0.4,26.8,2133.8
s17,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s17,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s17,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s17,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s17,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s17,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s17,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s17,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s17,2,toward,left,validRT,53,0,0,11.9433962264151,804.622641509434
s17,2,toward,left,trimmedRT,2,0,0,20.5,2029.5
s17,2,toward,right,validRT,95,0,0,11.8631578947368,727.957894736842
s17,2,toward,right,trimmedRT,1,0,0,64,1954
s17,2,toward,other,validRT,0,0,NaN,NaN,NaN
s17,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s17,2,noMS,left,validRT,122,24,0.19672131147541,9.81967213114754,782.073770491803
s17,2,noMS,left,trimmedRT,5,2,0.4,52.4,2704.4
s17,2,noMS,right,validRT,112,20,0.178571428571429,10.4375,707.901785714286
s17,2,noMS,right,trimmedRT,5,2,0.4,20.8,2186
s17,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s17,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s17,2,away,left,validRT,32,5,0.15625,13.15625,702.375
s17,2,away,left,trimmedRT,3,0,0,36,2616.66666666667
s17,2,away,right,validRT,33,3,0.0909090909090909,10.2121212121212,851.636363636364
s17,2,away,right,trimmedRT,2,0,0,42,2343.5
s17,2,away,other,validRT,0,0,NaN,NaN,NaN
s17,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s17,2,tooSmall,left,validRT,82,8,0.0975609756097561,11.1341463414634,825.40243902439
s17,2,tooSmall,left,trimmedRT,1,0,0,80,2577
s17,2,tooSmall,right,validRT,52,7,0.134615384615385,14.7884615384615,738.557692307692
s17,2,tooSmall,right,trimmedRT,0,0,NaN,NaN,NaN
s17,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s17,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s17,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s17,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s17,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s17,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s17,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s17,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s18,1,toward,left,validRT,70,5,0.0714285714285714,17.5428571428571,871.314285714286
s18,1,toward,left,trimmedRT,5,1,0.2,50.4,2910.2
s18,1,toward,right,validRT,94,10,0.106382978723404,15.5212765957447,888.893617021277
s18,1,toward,right,trimmedRT,6,5,0.833333333333333,25.3333333333333,3075.16666666667
s18,1,toward,other,validRT,0,0,NaN,NaN,NaN
s18,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s18,1,noMS,left,validRT,116,63,0.543103448275862,15.0344827586207,934.844827586207
s18,1,noMS,left,trimmedRT,8,4,0.5,20.5,2819.125
s18,1,noMS,right,validRT,106,58,0.547169811320755,16.6792452830189,917.764150943396
s18,1,noMS,right,trimmedRT,8,6,0.75,27.75,3229.75
s18,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s18,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s18,1,away,left,validRT,38,8,0.210526315789474,17.3684210526316,928.5
s18,1,away,left,trimmedRT,0,0,NaN,NaN,NaN
s18,1,away,right,validRT,33,10,0.303030303030303,15.3636363636364,916.727272727273
s18,1,away,right,trimmedRT,5,2,0.4,28.6,2582.8
s18,1,away,other,validRT,0,0,NaN,NaN,NaN
s18,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s18,1,tooSmall,left,validRT,58,10,0.172413793103448,17.6551724137931,908.620689655172
s18,1,tooSmall,left,trimmedRT,5,3,0.6,17.8,2860.6
s18,1,tooSmall,right,validRT,47,19,0.404255319148936,18.2553191489362,957.297872340426
s18,1,tooSmall,right,trimmedRT,1,1,1,38,2548
s18,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s18,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s18,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s18,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s18,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s18,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s18,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s18,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s18,2,toward,left,validRT,64,2,0.03125,10.515625,785
s18,2,toward,left,trimmedRT,4,0,0,27.75,3174
s18,2,toward,right,validRT,116,5,0.0431034482758621,13.0344827586207,859.155172413793
s18,2,toward,right,trimmedRT,7,1,0.142857142857143,23.1428571428571,2959
s18,2,toward,other,validRT,0,0,NaN,NaN,NaN
s18,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s18,2,noMS,left,validRT,128,50,0.390625,15.796875,923.90625
s18,2,noMS,left,trimmedRT,10,7,0.7,29.1,2778.8
s18,2,noMS,right,validRT,103,54,0.524271844660194,16.9611650485437,918.368932038835
s18,2,noMS,right,trimmedRT,10,7,0.7,19.9,3404.5
s18,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s18,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s18,2,away,left,validRT,26,4,0.153846153846154,16.9230769230769,800.192307692308
s18,2,away,left,trimmedRT,2,0,0,36,2749
s18,2,away,right,validRT,19,5,0.263157894736842,14.9473684210526,740.263157894737
s18,2,away,right,trimmedRT,2,0,0,12.5,2656.5
s18,2,away,other,validRT,0,0,NaN,NaN,NaN
s18,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s18,2,tooSmall,left,validRT,60,15,0.25,15.6666666666667,816.25
s18,2,tooSmall,left,trimmedRT,6,2,0.333333333333333,25.3333333333333,3015.33333333333
s18,2,tooSmall,right,validRT,39,13,0.333333333333333,16.7179487179487,956.717948717949
s18,2,tooSmall,right,trimmedRT,4,2,0.5,30.5,3079.5
s18,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s18,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s18,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s18,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s18,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s18,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s18,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s18,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s19,1,toward,left,validRT,39,0,0,12.9487179487179,522.820512820513
s19,1,toward,left,trimmedRT,1,0,0,7,1269
s19,1,toward,right,validRT,34,1,0.0294117647058824,13.5294117647059,562.470588235294
s19,1,toward,right,trimmedRT,0,0,NaN,NaN,NaN
s19,1,toward,other,validRT,0,0,NaN,NaN,NaN
s19,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s19,1,noMS,left,validRT,128,1,0.0078125,12.453125,510.09375
s19,1,noMS,left,trimmedRT,4,0,0,11.5,1134.5
s19,1,noMS,right,validRT,141,6,0.0425531914893617,10.5815602836879,536.659574468085
s19,1,noMS,right,trimmedRT,8,0,0,27.5,989.5
s19,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s19,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s19,1,away,left,validRT,31,0,0,11.5161290322581,497.58064516129
s19,1,away,left,trimmedRT,2,0,0,19,1086.5
s19,1,away,right,validRT,18,0,0,7.38888888888889,538.944444444444
s19,1,away,right,trimmedRT,1,0,0,14,1167
s19,1,away,other,validRT,0,0,NaN,NaN,NaN
s19,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s19,1,tooSmall,left,validRT,93,2,0.021505376344086,10.5161290322581,488.666666666667
s19,1,tooSmall,left,trimmedRT,2,0,0,12.5,951.5
s19,1,tooSmall,right,validRT,95,4,0.0421052631578947,10.7789473684211,541.221052631579
s19,1,tooSmall,right,trimmedRT,3,0,0,35,1057.66666666667
s19,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s19,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s19,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s19,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s19,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s19,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s19,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s19,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s19,2,toward,left,validRT,39,1,0.0256410256410256,11.4871794871795,497.358974358974
s19,2,toward,left,trimmedRT,0,0,NaN,NaN,NaN
s19,2,toward,right,validRT,31,1,0.032258064516129,10.3870967741935,490.193548387097
s19,2,toward,right,trimmedRT,1,0,0,77,981
s19,2,toward,other,validRT,0,0,NaN,NaN,NaN
s19,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s19,2,noMS,left,validRT,123,3,0.024390243902439,10.8130081300813,458.853658536585
s19,2,noMS,left,trimmedRT,2,0,0,7,899.5
s19,2,noMS,right,validRT,136,4,0.0294117647058824,8.02205882352941,466.360294117647
s19,2,noMS,right,trimmedRT,1,0,0,88,853
s19,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s19,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s19,2,away,left,validRT,21,2,0.0952380952380952,12.6666666666667,505.952380952381
s19,2,away,left,trimmedRT,0,0,NaN,NaN,NaN
s19,2,away,right,validRT,17,0,0,8.94117647058824,491.705882352941
s19,2,away,right,trimmedRT,1,0,0,7,880
s19,2,away,other,validRT,0,0,NaN,NaN,NaN
s19,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s19,2,tooSmall,left,validRT,113,3,0.0265486725663717,8.72566371681416,455.345132743363
s19,2,tooSmall,left,trimmedRT,2,0,0,21,843
s19,2,tooSmall,right,validRT,113,1,0.00884955752212389,8.1858407079646,458.628318584071
s19,2,tooSmall,right,trimmedRT,0,0,NaN,NaN,NaN
s19,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s19,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s19,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s19,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s19,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s19,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s19,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s19,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s20,1,toward,left,validRT,96,0,0,10.4583333333333,551.708333333333
s20,1,toward,left,trimmedRT,2,0,0,9.5,1977.5
s20,1,toward,right,validRT,48,0,0,12.125,594.125
s20,1,toward,right,trimmedRT,0,0,NaN,NaN,NaN
s20,1,toward,other,validRT,0,0,NaN,NaN,NaN
s20,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s20,1,noMS,left,validRT,90,2,0.0222222222222222,9.21111111111111,538.222222222222
s20,1,noMS,left,trimmedRT,0,0,NaN,NaN,NaN
s20,1,noMS,right,validRT,121,2,0.0165289256198347,8.50413223140496,579.347107438017
s20,1,noMS,right,trimmedRT,0,0,NaN,NaN,NaN
s20,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s20,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s20,1,away,left,validRT,49,0,0,11.3877551020408,573.979591836735
s20,1,away,left,trimmedRT,0,0,NaN,NaN,NaN
s20,1,away,right,validRT,60,1,0.0166666666666667,13.8166666666667,615.5
s20,1,away,right,trimmedRT,3,0,0,13.3333333333333,2118
s20,1,away,other,validRT,0,0,NaN,NaN,NaN
s20,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s20,1,tooSmall,left,validRT,63,1,0.0158730158730159,11.4126984126984,517.936507936508
s20,1,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s20,1,tooSmall,right,validRT,67,1,0.0149253731343284,11.4626865671642,569.492537313433
s20,1,tooSmall,right,trimmedRT,1,0,0,31,1423
s20,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s20,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s20,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s20,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s20,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s20,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s20,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s20,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,toward,left,validRT,88,0,0,16.3181818181818,551.545454545455
s20,2,toward,left,trimmedRT,5,0,0,26,1517.4
s20,2,toward,right,validRT,48,0,0,12.8541666666667,576.645833333333
s20,2,toward,right,trimmedRT,10,1,0.1,51.2,1846.1
s20,2,toward,other,validRT,0,0,NaN,NaN,NaN
s20,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,noMS,left,validRT,90,0,0,8.52222222222222,510.977777777778
s20,2,noMS,left,trimmedRT,6,0,0,31.5,1516.5
s20,2,noMS,right,validRT,100,0,0,9.96,540.24
s20,2,noMS,right,trimmedRT,2,0,0,12.5,1882.5
s20,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s20,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,away,left,validRT,48,0,0,14.4166666666667,500
s20,2,away,left,trimmedRT,4,0,0,45.25,1674.5
s20,2,away,right,validRT,66,0,0,17.9242424242424,577.090909090909
s20,2,away,right,trimmedRT,5,0,0,63,1885.4
s20,2,away,other,validRT,0,0,NaN,NaN,NaN
s20,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,tooSmall,left,validRT,59,0,0,15.135593220339,506.067796610169
s20,2,tooSmall,left,trimmedRT,0,0,NaN,NaN,NaN
s20,2,tooSmall,right,validRT,68,0,0,10.4117647058824,550.352941176471
s20,2,tooSmall,right,trimmedRT,1,0,0,15,1332
s20,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s20,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s20,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s20,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s20,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s20,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s20,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s20,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,toward,left,validRT,40,1,0.025,23.4,791.025
s21,1,toward,left,trimmedRT,7,0,0,35.2857142857143,2200.71428571429
s21,1,toward,right,validRT,87,1,0.0114942528735632,15.9770114942529,747.114942528736
s21,1,toward,right,trimmedRT,5,0,0,22.4,1943
s21,1,toward,other,validRT,0,0,NaN,NaN,NaN
s21,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,noMS,left,validRT,113,0,0,19.1327433628319,818.548672566372
s21,1,noMS,left,trimmedRT,10,0,0,21,1825
s21,1,noMS,right,validRT,108,1,0.00925925925925926,19.4907407407407,757.518518518518
s21,1,noMS,right,trimmedRT,3,0,0,16.3333333333333,1752.66666666667
s21,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s21,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,away,left,validRT,18,0,0,26.6111111111111,832.166666666667
s21,1,away,left,trimmedRT,0,0,NaN,NaN,NaN
s21,1,away,right,validRT,18,0,0,13.6666666666667,695.5
s21,1,away,right,trimmedRT,0,0,NaN,NaN,NaN
s21,1,away,other,validRT,0,0,NaN,NaN,NaN
s21,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,tooSmall,left,validRT,109,0,0,17.7064220183486,847.376146788991
s21,1,tooSmall,left,trimmedRT,3,0,0,30,2020.33333333333
s21,1,tooSmall,right,validRT,77,0,0,16.9090909090909,761.246753246753
s21,1,tooSmall,right,trimmedRT,2,0,0,19.5,1890
s21,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s21,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s21,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s21,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s21,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s21,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s21,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s21,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,toward,left,validRT,85,0,0,17.8117647058824,706.823529411765
s21,2,toward,left,trimmedRT,1,0,0,68,1655
s21,2,toward,right,validRT,156,1,0.00641025641025641,14.8782051282051,607.826923076923
s21,2,toward,right,trimmedRT,5,1,0.2,42.8,1974.6
s21,2,toward,other,validRT,0,0,NaN,NaN,NaN
s21,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,noMS,left,validRT,64,0,0,14.296875,604.046875
s21,2,noMS,left,trimmedRT,1,0,0,80,1798
s21,2,noMS,right,validRT,46,0,0,12.5217391304348,604.934782608696
s21,2,noMS,right,trimmedRT,3,2,0.666666666666667,32.6666666666667,3107
s21,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s21,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,away,left,validRT,67,0,0,11.8955223880597,577.641791044776
s21,2,away,left,trimmedRT,1,0,0,11,1917
s21,2,away,right,validRT,24,1,0.0416666666666667,15.125,685.541666666667
s21,2,away,right,trimmedRT,2,0,0,51.5,1795
s21,2,away,other,validRT,0,0,NaN,NaN,NaN
s21,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,tooSmall,left,validRT,80,0,0,14.5125,646.375
s21,2,tooSmall,left,trimmedRT,1,0,0,85,2203
s21,2,tooSmall,right,validRT,63,1,0.0158730158730159,15.9047619047619,618.206349206349
s21,2,tooSmall,right,trimmedRT,1,0,0,15,1844
s21,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s21,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s21,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s21,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s21,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s21,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s21,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s21,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,toward,left,validRT,103,0,0,9.67961165048544,701.242718446602
s22,1,toward,left,trimmedRT,4,0,0,4.75,1699.5
s22,1,toward,right,validRT,114,0,0,8.7719298245614,702.122807017544
s22,1,toward,right,trimmedRT,4,0,0,27.75,1468.25
s22,1,toward,other,validRT,0,0,NaN,NaN,NaN
s22,1,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,noMS,left,validRT,63,0,0,8.36507936507937,618.238095238095
s22,1,noMS,left,trimmedRT,2,0,0,3,1383
s22,1,noMS,right,validRT,47,0,0,9.48936170212766,648.148936170213
s22,1,noMS,right,trimmedRT,1,0,0,18,1452
s22,1,noMS,other,validRT,0,0,NaN,NaN,NaN
s22,1,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,away,left,validRT,55,0,0,10.7636363636364,627.236363636364
s22,1,away,left,trimmedRT,1,0,0,16,1287
s22,1,away,right,validRT,53,0,0,11.8679245283019,705.603773584906
s22,1,away,right,trimmedRT,5,1,0.2,14.8,1701.2
s22,1,away,other,validRT,0,0,NaN,NaN,NaN
s22,1,away,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,tooSmall,left,validRT,70,0,0,8.91428571428571,653.9
s22,1,tooSmall,left,trimmedRT,2,0,0,2.5,1944
s22,1,tooSmall,right,validRT,73,0,0,10.5068493150685,694.068493150685
s22,1,tooSmall,right,trimmedRT,3,0,0,4.33333333333333,1868
s22,1,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s22,1,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s22,1,unclassified,left,validRT,0,0,NaN,NaN,NaN
s22,1,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s22,1,unclassified,right,validRT,0,0,NaN,NaN,NaN
s22,1,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s22,1,unclassified,other,validRT,0,0,NaN,NaN,NaN
s22,1,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,toward,left,validRT,95,0,0,8.30526315789474,625.568421052632
s22,2,toward,left,trimmedRT,2,0,0,47.5,1692.5
s22,2,toward,right,validRT,155,1,0.00645161290322581,7.95483870967742,666.225806451613
s22,2,toward,right,trimmedRT,1,0,0,86,1481
s22,2,toward,other,validRT,0,0,NaN,NaN,NaN
s22,2,toward,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,noMS,left,validRT,44,0,0,8.02272727272727,547.772727272727
s22,2,noMS,left,trimmedRT,2,1,0.5,30.5,1985.5
s22,2,noMS,right,validRT,24,0,0,8,613.666666666667
s22,2,noMS,right,trimmedRT,0,0,NaN,NaN,NaN
s22,2,noMS,other,validRT,0,0,NaN,NaN,NaN
s22,2,noMS,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,away,left,validRT,81,0,0,11.2345679012346,585.617283950617
s22,2,away,left,trimmedRT,0,0,NaN,NaN,NaN
s22,2,away,right,validRT,45,0,0,12.1555555555556,640.444444444444
s22,2,away,right,trimmedRT,2,0,0,32.5,1656
s22,2,away,other,validRT,0,0,NaN,NaN,NaN
s22,2,away,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,tooSmall,left,validRT,75,0,0,10.52,555.906666666667
s22,2,tooSmall,left,trimmedRT,1,0,0,6,1350
s22,2,tooSmall,right,validRT,71,0,0,11.2676056338028,629.774647887324
s22,2,tooSmall,right,trimmedRT,2,0,0,28.5,1582.5
s22,2,tooSmall,other,validRT,0,0,NaN,NaN,NaN
s22,2,tooSmall,other,trimmedRT,0,0,NaN,NaN,NaN
s22,2,unclassified,left,validRT,0,0,NaN,NaN,NaN
s22,2,unclassified,left,trimmedRT,0,0,NaN,NaN,NaN
s22,2,unclassified,right,validRT,0,0,NaN,NaN,NaN
s22,2,unclassified,right,trimmedRT,0,0,NaN,NaN,NaN
s22,2,unclassified,other,validRT,0,0,NaN,NaN,NaN
s22,2,unclassified,other,trimmedRT,0,0,NaN,NaN,NaN
s23,1,toward,left,validRT,39,0,0,9.94871794871795,538.871794871795
s23,1,toward,left,trimmedRT,0,0,NaN,NaN,NaN
s23,1,toward,right,validRT,61,0,0,8.13114754098361,546.426229508197
