subject,trial_index,session,cue_side,class_name,valid_RT,sel_unusable,nan_x_0_600,nan_y_0_600,nan_xy_0_600,nan_x_200_600,sel_tooSmallMS,sel_unclassified,RT,error
s01,1,1,left,toward,1,0,0,0,0,0,0,0,714,10
s01,2,1,left,toward,1,0,0,0,0,0,0,0,739,5
s01,3,1,right,toward,1,0,0,0,0,0,0,0,427,49
s01,4,1,left,toward,1,0,0,0,0,0,0,0,682,3
s01,5,1,left,toward,1,0,0,0,0,0,0,0,564,10
s01,6,1,right,noMS,1,0,0,0,0,0,0,0,503,22
s01,7,1,right,toward,1,0,0,0,0,0,0,0,525,10
s01,8,1,left,toward,1,0,0,0,0,0,0,0,635,8
s01,9,1,left,toward,1,0,0,0,0,0,0,0,1061,12
s01,10,1,right,toward,1,0,0,0,0,0,0,0,691,15
s01,11,1,right,toward,1,0,0,0,0,0,0,0,533,20
s01,12,1,right,noMS,1,0,0,0,0,0,0,0,698,9
s01,13,1,right,tooSmall,1,0,0,0,0,0,1,0,444,2
s01,14,1,right,toward,1,0,0,0,0,0,0,0,643,5
s01,15,1,right,toward,1,0,0,0,0,0,0,0,430,86
s01,16,1,left,toward,1,0,0,0,0,0,0,0,914,25
s01,17,1,right,toward,1,0,0,0,0,0,0,0,785,2
s01,18,1,right,tooSmall,1,0,0,0,0,0,1,0,463,9
s01,19,1,right,toward,1,0,0,0,0,0,0,0,522,21
s01,20,1,right,away,1,0,0,0,0,0,0,0,806,13
s01,21,1,left,toward,1,0,0,0,0,0,0,0,391,74
s01,22,1,left,tooSmall,1,0,0,0,0,0,1,0,829,22
s01,23,1,right,tooSmall,1,0,0,0,0,0,1,0,693,5
s01,24,1,right,noMS,1,0,0,0,0,0,0,0,893,7
s01,25,1,left,toward,1,0,0,0,0,0,0,0,546,1
s01,26,1,left,away,1,0,0,0,0,0,0,0,1172,4
s01,27,1,right,tooSmall,1,0,0,0,0,0,1,0,631,4
s01,28,1,left,tooSmall,1,0,0,0,0,0,1,0,531,12
s01,29,1,right,tooSmall,1,0,0,0,0,0,1,0,726,24
s01,30,1,right,noMS,1,0,0,0,0,0,0,0,614,0
s01,31,1,left,tooSmall,1,0,0,0,0,0,1,0,423,1
s01,32,1,left,tooSmall,1,0,0,0,0,0,1,0,773,12
s01,33,1,right,away,1,0,0,0,0,0,0,0,435,5
s01,34,1,right,toward,1,0,0,0,0,0,0,0,836,11
s01,35,1,left,toward,1,0,0,0,0,0,0,0,602,19
s01,36,1,right,toward,1,0,0,0,0,0,0,0,483,6
s01,37,1,left,toward,1,0,0,0,0,0,0,0,340,6
s01,38,1,right,away,1,0,0,0,0,0,0,0,612,18
s01,39,1,left,toward,1,0,0,0,0,0,0,0,522,9
s01,40,1,right,tooSmall,1,0,0,0,0,0,1,0,760,3
s01,41,1,right,toward,1,0,0,0,0,0,0,0,550,9
s01,42,1,left,tooSmall,1,0,0,0,0,0,1,0,911,21
s01,43,1,left,toward,1,0,0,0,0,0,0,0,509,14
s01,44,1,right,toward,1,0,0,0,0,0,0,0,377,3
s01,45,1,right,noMS,1,0,0,0,0,0,0,0,589,0
s01,46,1,left,tooSmall,1,0,0,0,0,0,1,0,568,3
s01,47,1,left,tooSmall,1,0,0,0,0,0,1,0,655,11
s01,48,1,left,tooSmall,1,0,0,0,0,0,1,0,511,14
s01,49,1,left,toward,1,0,0,0,0,0,0,0,648,22
s01,50,1,right,away,1,0,0,0,0,0,0,0,524,8
s01,51,1,left,tooSmall,1,0,0,0,0,0,1,0,605,1
s01,52,1,left,toward,1,0,0,0,0,0,0,0,1165,3
s01,53,1,right,toward,1,0,0,0,0,0,0,0,581,2
s01,54,1,left,tooSmall,1,0,0,0,0,0,1,0,791,19
s01,55,1,left,noMS,1,0,0,0,0,0,0,0,1060,7
s01,56,1,left,tooSmall,1,0,0,0,0,0,1,0,688,22
s01,57,1,left,noMS,1,0,0,0,0,0,0,0,733,10
s01,58,1,right,noMS,1,0,0,0,0,0,0,0,1035,1
s01,59,1,right,toward,1,0,0,0,0,0,0,0,444,5
s01,60,1,left,toward,1,0,0,0,0,0,0,0,478,1
s01,61,1,right,toward,1,0,0,0,0,0,0,0,864,5
s01,62,1,right,toward,1,0,0,0,0,0,0,0,364,3
s01,63,1,right,toward,1,0,0,0,0,0,0,0,475,5
s01,64,1,left,toward,1,0,0,0,0,0,0,0,617,3
s01,65,1,right,toward,1,0,0,0,0,0,0,0,539,5
s01,66,1,left,away,1,0,0,0,0,0,0,0,608,1
s01,67,1,left,toward,1,0,0,0,0,0,0,0,888,1
s01,68,1,left,tooSmall,1,0,0,0,0,0,1,0,593,13
s01,69,1,right,tooSmall,1,0,0,0,0,0,1,0,713,2
s01,70,1,left,toward,1,0,0,0,0,0,0,0,894,55
s01,71,1,left,toward,1,0,0,0,0,0,0,0,752,9
s01,72,1,left,tooSmall,1,0,0,0,0,0,1,0,728,12
s01,73,1,left,tooSmall,1,0,0,0,0,0,1,0,394,12
s01,74,1,right,tooSmall,1,0,0,0,0,0,1,0,587,7
s01,75,1,right,noMS,1,0,0,0,0,0,0,0,1131,4
s01,76,1,right,noMS,1,0,0,0,0,0,0,0,748,8
s01,77,1,left,tooSmall,1,0,0,0,0,0,1,0,672,20
s01,78,1,left,noMS,1,0,0,0,0,0,0,0,417,6
s01,79,1,left,toward,1,0,0,0,0,0,0,0,749,4
s01,80,1,left,toward,1,0,0,0,0,0,0,0,409,1
s01,81,1,right,toward,1,0,0,0,0,0,0,0,558,10
s01,82,1,left,toward,1,0,0,0,0,0,0,0,553,17
s01,83,1,left,toward,1,0,0,0,0,0,0,0,617,18
s01,84,1,left,toward,1,0,0,0,0,0,0,0,945,65
s01,85,1,right,toward,1,0,0,0,0,0,0,0,920,7
s01,86,1,right,away,1,0,0,0,0,0,0,0,600,7
s01,87,1,right,away,1,0,0,0,0,0,0,0,516,28
s01,88,1,right,noMS,1,0,0,0,0,0,0,0,561,1
s01,89,1,left,toward,1,0,0,0,0,0,0,0,820,19
s01,90,1,left,toward,1,0,0,0,0,0,0,0,669,5
s01,91,1,left,toward,1,0,0,0,0,0,0,0,537,13
s01,92,1,right,noMS,1,0,0,0,0,0,0,0,448,56
s01,93,1,right,tooSmall,1,0,0,0,0,0,1,0,593,9
s01,94,1,left,away,1,0,0,0,0,0,0,0,718,11
s01,95,1,left,toward,1,0,0,0,0,0,0,0,460,0
s01,96,1,right,toward,1,0,0,0,0,0,0,0,400,15
s01,97,1,left,tooSmall,1,0,0,0,0,0,1,0,531,5
s01,98,1,left,toward,1,0,0,0,0,0,0,0,583,3
s01,99,1,left,toward,1,0,0,0,0,0,0,0,394,5
s01,100,1,right,toward,1,0,0,0,0,0,0,0,684,8
s01,101,1,left,toward,1,0,0,0,0,0,0,0,608,2
s01,102,1,left,toward,1,0,0,0,0,0,0,0,692,11
s01,103,1,left,tooSmall,1,0,0,0,0,0,1,0,562,15
s01,104,1,right,toward,1,0,0,0,0,0,0,0,465,7
s01,105,1,right,toward,1,0,0,0,0,0,0,0,689,10
s01,106,1,right,toward,1,0,0,0,0,0,0,0,748,23
s01,107,1,right,away,1,0,0,0,0,0,0,0,490,27
s01,108,1,left,toward,1,0,0,0,0,0,0,0,675,56
s01,109,1,right,tooSmall,1,0,0,0,0,0,1,0,479,10
s01,110,1,right,tooSmall,1,0,0,0,0,0,1,0,664,4
s01,111,1,right,tooSmall,1,0,0,0,0,0,1,0,554,4
s01,112,1,left,away,1,0,0,0,0,0,0,0,648,0
s01,113,1,right,toward,1,0,0,0,0,0,0,0,708,17
s01,114,1,right,toward,1,0,0,0,0,0,0,0,791,12
s01,115,1,left,toward,1,0,0,0,0,0,0,0,422,12
s01,116,1,right,toward,1,0,0,0,0,0,0,0,450,9
s01,117,1,right,tooSmall,1,0,0,0,0,0,1,0,714,90
s01,118,1,right,toward,1,0,0,0,0,0,0,0,434,9
s01,119,1,right,toward,1,0,0,0,0,0,0,0,616,75
s01,120,1,left,noMS,1,0,0,0,0,0,0,0,491,5
s01,121,1,left,noMS,1,0,0,0,0,0,0,0,508,7
s01,122,1,right,away,1,0,0,0,0,0,0,0,902,6
s01,123,1,left,away,1,0,0,0,0,0,0,0,564,22
s01,124,1,left,tooSmall,1,0,0,0,0,0,1,0,634,1
s01,125,1,right,toward,1,0,0,0,0,0,0,0,586,24
s01,126,1,right,toward,1,0,0,0,0,0,0,0,683,1
s01,127,1,right,tooSmall,1,0,0,0,0,0,1,0,578,2
s01,128,1,left,tooSmall,1,0,0,0,0,0,1,0,520,7
s01,129,1,right,toward,1,0,0,0,0,0,0,0,598,6
s01,130,1,left,toward,0,0,0,0,0,0,0,0,1357,82
s01,131,1,left,noMS,1,0,0,0,0,0,0,0,479,11
s01,132,1,left,toward,1,0,0,0,0,0,0,0,756,10
s01,133,1,right,tooSmall,1,0,0,0,0,0,1,0,700,7
s01,134,1,right,toward,1,0,0,0,0,0,0,0,493,12
s01,135,1,right,toward,1,0,0,0,0,0,0,0,632,5
s01,136,1,right,away,1,0,0,0,0,0,0,0,558,22
s01,137,1,right,toward,1,0,0,0,0,0,0,0,661,15
s01,138,1,left,away,1,0,0,0,0,0,0,0,561,8
s01,139,1,left,tooSmall,1,0,0,0,0,0,1,0,666,5
s01,140,1,left,toward,1,0,0,0,0,0,0,0,859,85
s01,141,1,left,toward,1,0,0,0,0,0,0,0,537,10
s01,142,1,left,tooSmall,1,0,0,0,0,0,1,0,742,5
s01,143,1,right,tooSmall,1,0,0,0,0,0,1,0,578,14
s01,144,1,left,toward,1,0,0,0,0,0,0,0,608,12
s01,145,1,left,toward,1,0,0,0,0,0,0,0,631,25
s01,146,1,left,tooSmall,1,0,0,0,0,0,1,0,845,4
s01,147,1,right,tooSmall,1,0,0,0,0,0,1,0,558,17
s01,148,1,right,noMS,1,0,0,0,0,0,0,0,721,10
s01,149,1,left,away,1,0,0,0,0,0,0,0,523,10
s01,150,1,right,away,1,0,0,0,0,0,0,0,561,17
s01,151,1,right,away,1,0,0,0,0,0,0,0,687,23
s01,152,1,right,tooSmall,1,0,0,0,0,0,1,0,701,13
s01,153,1,right,away,1,0,0,0,0,0,0,0,726,4
s01,154,1,right,toward,1,0,0,0,0,0,0,0,368,83
s01,155,1,left,toward,1,0,0,0,0,0,0,0,532,8
s01,156,1,left,away,1,0,0,0,0,0,0,0,795,7
s01,157,1,right,toward,1,0,0,0,0,0,0,0,538,59
s01,158,1,left,away,1,0,0,0,0,0,0,0,468,13
s01,159,1,right,toward,1,0,0,0,0,0,0,0,542,15
s01,160,1,left,toward,1,0,0,0,0,0,0,0,683,9
s01,161,1,left,away,1,0,0,0,0,0,0,0,793,14
s01,162,1,right,toward,1,0,0,0,0,0,0,0,496,1
s01,163,1,right,toward,1,0,0,0,0,0,0,0,454,5
s01,164,1,right,tooSmall,1,0,0,0,0,0,1,0,437,16
s01,165,1,right,toward,1,0,0,0,0,0,0,0,668,8
s01,166,1,right,tooSmall,1,0,0,0,0,0,1,0,399,1
s01,167,1,left,toward,1,0,0,0,0,0,0,0,611,12
s01,168,1,left,toward,1,0,0,0,0,0,0,0,532,28
s01,169,1,left,toward,1,0,0,0,0,0,0,0,622,1
s01,170,1,right,noMS,1,0,0,0,0,0,0,0,658,6
s01,171,1,right,noMS,1,0,0,0,0,0,0,0,593,3
s01,172,1,left,toward,1,0,0,0,0,0,0,0,497,10
s01,173,1,left,toward,1,0,0,0,0,0,0,0,706,15
s01,174,1,right,toward,1,0,0,0,0,0,0,0,436,8
s01,175,1,left,toward,1,0,0,0,0,0,0,0,716,14
s01,176,1,left,toward,1,0,0,0,0,0,0,0,705,25
s01,177,1,left,tooSmall,1,0,0,0,0,0,1,0,390,23
s01,178,1,right,away,1,0,0,0,0,0,0,0,573,7
s01,179,1,right,away,1,0,0,0,0,0,0,0,630,4
s01,180,1,left,toward,1,0,0,0,0,0,0,0,974,8
s01,181,1,left,toward,1,0,0,0,0,0,0,0,401,8
s01,182,1,left,toward,1,0,0,0,0,0,0,0,822,33
s01,183,1,right,tooSmall,1,0,0,0,0,0,1,0,784,7
s01,184,1,left,toward,1,0,0,0,0,0,0,0,451,9
s01,185,1,right,tooSmall,1,0,0,0,0,0,1,0,345,21
s01,186,1,left,tooSmall,1,0,0,0,0,0,1,0,551,7
s01,187,1,right,tooSmall,1,0,0,0,0,0,1,0,414,8
s01,188,1,right,noMS,1,0,0,0,0,0,0,0,520,12
s01,189,1,right,toward,1,0,0,0,0,0,0,0,711,11
s01,190,1,left,toward,1,0,0,0,0,0,0,0,624,2
s01,191,1,right,tooSmall,1,0,0,0,0,0,1,0,400,2
s01,192,1,left,noMS,1,0,0,0,0,0,0,0,431,12
s01,193,1,left,toward,1,0,0,0,0,0,0,0,806,24
s01,194,1,right,noMS,1,0,0,0,0,0,0,0,454,15
s01,195,1,left,noMS,1,0,0,0,0,0,0,0,531,22
s01,196,1,left,toward,1,0,0,0,0,0,0,0,565,16
s01,197,1,left,toward,1,0,0,0,0,0,0,0,402,26
s01,198,1,left,away,1,0,0,0,0,0,0,0,600,7
s01,199,1,right,away,1,0,0,0,0,0,0,0,742,4
s01,200,1,right,toward,0,0,0,0,0,0,0,0,1391,2
s01,201,1,right,toward,1,0,0,0,0,0,0,0,657,10
s01,202,1,right,away,1,0,0,0,0,0,0,0,848,11
s01,203,1,left,tooSmall,1,0,0,0,0,0,1,0,642,8
s01,204,1,right,toward,1,0,0,0,0,0,0,0,701,4
s01,205,1,right,away,1,0,0,0,0,0,0,0,502,1
s01,206,1,left,toward,1,0,0,0,0,0,0,0,805,16
s01,207,1,left,away,1,0,0,0,0,0,0,0,469,21
s01,208,1,left,toward,1,0,0,0,0,0,0,0,686,3
s01,209,1,right,toward,1,0,0,0,0,0,0,0,590,7
s01,210,1,right,noMS,1,0,0,0,0,0,0,0,935,41
s01,211,1,right,tooSmall,1,0,0,0,0,0,1,0,511,9
s01,212,1,left,toward,1,0,0,0,0,0,0,0,704,9
s01,213,1,left,toward,1,0,0,0,0,0,0,0,694,3
s01,214,1,left,toward,1,0,0,0,0,0,0,0,624,14
s01,215,1,right,toward,1,0,0,0,0,0,0,0,457,9
s01,216,1,right,away,1,0,0,0,0,0,0,0,456,7
s01,217,1,right,noMS,1,0,0,0,0,0,0,0,566,5
s01,218,1,left,toward,1,0,0,0,0,0,0,0,568,7
s01,219,1,left,noMS,1,0,0,0,0,0,0,0,603,2
s01,220,1,right,tooSmall,1,0,0,0,0,0,1,0,582,6
s01,221,1,left,noMS,1,0,0,0,0,0,0,0,692,16
s01,222,1,right,toward,1,0,0,0,0,0,0,0,773,9
s01,223,1,right,tooSmall,1,0,0,0,0,0,1,0,674,8
s01,224,1,right,tooSmall,1,0,0,0,0,0,1,0,672,7
s01,225,1,left,toward,1,0,0,0,0,0,0,0,655,15
s01,226,1,right,noMS,1,0,0,0,0,0,0,0,619,4
s01,227,1,left,noMS,1,0,0,0,0,0,0,0,748,6
s01,228,1,right,toward,1,0,0,0,0,0,0,0,476,8
s01,229,1,right,tooSmall,1,0,0,0,0,0,1,0,708,24
s01,230,1,left,tooSmall,1,0,0,0,0,0,1,0,823,14
s01,231,1,right,tooSmall,1,0,0,0,0,0,1,0,565,3
s01,232,1,right,toward,1,0,0,0,0,0,0,0,576,6
s01,233,1,left,toward,1,0,0,0,0,0,0,0,596,10
s01,234,1,left,away,1,0,0,0,0,0,0,0,515,9
s01,235,1,right,toward,1,0,0,0,0,0,0,0,521,14
s01,236,1,left,tooSmall,1,0,0,0,0,0,1,0,724,1
s01,237,1,left,toward,1,0,0,0,0,0,0,0,611,1
s01,238,1,right,away,1,0,0,0,0,0,0,0,457,36
s01,239,1,left,toward,1,0,0,0,0,0,0,0,730,17
s01,240,1,left,tooSmall,1,0,0,0,0,0,1,0,906,14
s01,241,1,left,noMS,1,0,0,0,0,0,0,0,565,1
s01,242,1,right,toward,1,0,0,0,0,0,0,0,676,75
s01,243,1,left,toward,1,0,0,0,0,0,0,0,705,8
s01,244,1,left,tooSmall,1,0,0,0,0,0,1,0,635,1
s01,245,1,left,toward,1,0,0,0,0,0,0,0,454,21
s01,246,1,left,toward,1,0,0,0,0,0,0,0,468,14
s01,247,1,left,toward,1,0,0,0,0,0,0,0,687,14
s01,248,1,left,away,1,0,0,0,0,0,0,0,505,10
s01,249,1,left,toward,1,0,0,0,0,0,0,0,638,17
s01,250,1,left,toward,1,0,0,0,0,0,0,0,786,8
s01,251,1,left,toward,1,0,0,0,0,0,0,0,635,16
s01,252,1,right,away,1,0,0,0,0,0,0,0,1187,12
s01,253,1,right,toward,1,0,0,0,0,0,0,0,532,4
s01,254,1,left,away,1,0,0,0,0,0,0,0,478,16
s01,255,1,right,toward,1,0,0,0,0,0,0,0,811,11
s01,256,1,right,tooSmall,1,0,0,0,0,0,1,0,494,2
s01,257,1,right,noMS,1,0,0,0,0,0,0,0,1041,65
s01,258,1,right,toward,1,0,0,0,0,0,0,0,639,8
s01,259,1,left,toward,1,0,0,0,0,0,0,0,1123,12
s01,260,1,right,toward,1,0,0,0,0,0,0,0,504,1
s01,261,1,right,toward,1,0,0,0,0,0,0,0,816,14
s01,262,1,left,away,1,0,0,0,0,0,0,0,561,4
s01,263,1,left,toward,1,0,0,0,0,0,0,0,1011,9
s01,264,1,left,away,1,0,0,0,0,0,0,0,818,20
s01,265,1,right,noMS,1,0,0,0,0,0,0,0,656,7
s01,266,1,left,toward,1,0,0,0,0,0,0,0,697,20
s01,267,1,right,tooSmall,1,0,0,0,0,0,1,0,593,10
s01,268,1,left,toward,1,0,0,0,0,0,0,0,682,22
s01,269,1,left,away,1,0,0,0,0,0,0,0,520,47
s01,270,1,right,away,1,0,0,0,0,0,0,0,565,4
s01,271,1,left,away,1,0,0,0,0,0,0,0,419,3
s01,272,1,left,away,1,0,0,0,0,0,0,0,641,35
s01,273,1,right,toward,1,0,0,0,0,0,0,0,719,3
s01,274,1,left,tooSmall,1,0,0,0,0,0,1,0,543,14
s01,275,1,right,toward,1,0,0,0,0,0,0,0,764,4
s01,276,1,right,toward,1,0,0,0,0,0,0,0,772,9
s01,277,1,left,away,1,0,0,0,0,0,0,0,451,17
s01,278,1,left,toward,1,0,0,0,0,0,0,0,645,8
s01,279,1,right,toward,1,0,0,0,0,0,0,0,516,12
s01,280,1,right,toward,1,0,0,0,0,0,0,0,578,14
s01,281,1,right,toward,1,0,0,0,0,0,0,0,759,10
s01,282,1,right,tooSmall,1,0,0,0,0,0,1,0,725,13
s01,283,1,right,noMS,1,0,0,0,0,0,0,0,570,10
s01,284,1,left,noMS,1,0,0,0,0,0,0,0,738,9
s01,285,1,right,toward,1,0,0,0,0,0,0,0,866,5
s01,286,1,left,tooSmall,1,0,0,0,0,0,1,0,480,5
s01,287,1,right,tooSmall,1,0,0,0,0,0,1,0,532,16
s01,288,1,left,toward,1,0,0,0,0,0,0,0,677,4
s01,289,1,left,tooSmall,1,0,0,0,0,0,1,0,467,10
s01,290,1,right,away,1,0,0,0,0,0,0,0,1222,85
s01,291,1,right,toward,1,0,0,0,0,0,0,0,974,5
s01,292,1,right,away,1,0,0,0,0,0,0,0,571,11
s01,293,1,left,toward,1,0,0,0,0,0,0,0,697,10
s01,294,1,right,toward,1,0,0,0,0,0,0,0,568,1
s01,295,1,left,toward,1,0,0,0,0,0,0,0,406,4
s01,296,1,right,toward,1,0,0,0,0,0,0,0,633,2
s01,297,1,right,away,1,0,0,0,0,0,0,0,551,1
s01,298,1,right,toward,1,0,0,0,0,0,0,0,701,7
s01,299,1,left,toward,1,0,0,0,0,0,0,0,480,3
s01,300,1,right,noMS,1,0,0,0,0,0,0,0,568,19
s01,301,1,right,tooSmall,1,0,0,0,0,0,1,0,542,8
s01,302,1,right,noMS,1,0,0,0,0,0,0,0,464,10
s01,303,1,right,tooSmall,1,0,0,0,0,0,1,0,729,11
s01,304,1,left,toward,1,0,0,0,0,0,0,0,557,18
s01,305,1,right,toward,1,0,0,0,0,0,0,0,664,16
s01,306,1,right,toward,1,0,0,0,0,0,0,0,756,5
s01,307,1,left,toward,1,0,0,0,0,0,0,0,545,10
s01,308,1,right,toward,1,0,0,0,0,0,0,0,830,4
s01,309,1,right,toward,1,0,0,0,0,0,0,0,659,5
s01,310,1,left,tooSmall,1,0,0,0,0,0,1,0,341,68
s01,311,1,right,noMS,1,0,0,0,0,0,0,0,614,4
s01,312,1,right,toward,1,0,0,0,0,0,0,0,584,76
s01,313,1,left,toward,1,0,0,0,0,0,0,0,846,14
s01,314,1,right,tooSmall,1,0,0,0,0,0,1,0,549,16
s01,315,1,left,toward,1,0,0,0,0,0,0,0,753,0
s01,316,1,left,away,1,0,0,0,0,0,0,0,834,14
s01,317,1,left,away,1,0,0,0,0,0,0,0,640,4
s01,318,1,left,away,1,0,0,0,0,0,0,0,655,1
s01,319,1,left,toward,1,0,0,0,0,0,0,0,743,19
s01,320,1,left,away,1,0,0,0,0,0,0,0,812,1
s01,321,1,left,toward,1,0,0,0,0,0,0,0,683,2
s01,322,1,left,tooSmall,1,0,0,0,0,0,1,0,572,19
s01,323,1,left,toward,1,0,0,0,0,0,0,0,652,7
s01,324,1,left,toward,1,0,0,0,0,0,0,0,1243,15
s01,325,1,right,toward,1,0,0,0,0,0,0,0,643,9
s01,326,1,right,toward,1,0,0,0,0,0,0,0,654,5
s01,327,1,left,toward,1,0,0,0,0,0,0,0,446,16
s01,328,1,right,toward,1,0,0,0,0,0,0,0,480,2
s01,329,1,left,tooSmall,1,0,0,0,0,0,1,0,445,5
s01,330,1,right,toward,1,0,0,0,0,0,0,0,671,2
s01,331,1,left,toward,1,0,0,0,0,0,0,0,660,9
s01,332,1,left,noMS,1,0,0,0,0,0,0,0,970,7
s01,333,1,left,toward,1,0,0,0,0,0,0,0,760,5
s01,334,1,right,toward,1,0,0,0,0,0,0,0,655,8
s01,335,1,left,away,1,0,0,0,0,0,0,0,1235,90
s01,336,1,right,toward,1,0,0,0,0,0,0,0,620,1
s01,337,1,right,away,1,0,0,0,0,0,0,0,574,9
s01,338,1,right,toward,1,0,0,0,0,0,0,0,922,7
s01,339,1,right,toward,1,0,0,0,0,0,0,0,693,8
s01,340,1,left,away,1,0,0,0,0,0,0,0,670,13
s01,341,1,right,tooSmall,1,0,0,0,0,0,1,0,478,3
s01,342,1,right,tooSmall,1,0,0,0,0,0,1,0,864,3
s01,343,1,right,toward,1,0,0,0,0,0,0,0,581,7
s01,344,1,right,away,1,0,0,0,0,0,0,0,551,5
s01,345,1,left,toward,1,0,0,0,0,0,0,0,725,12
s01,346,1,right,noMS,1,0,0,0,0,0,0,0,456,6
s01,347,1,left,noMS,1,0,0,0,0,0,0,0,578,24
s01,348,1,right,away,1,0,0,0,0,0,0,0,705,43
s01,349,1,left,noMS,1,0,0,0,0,0,0,0,607,23
s01,350,1,right,toward,1,0,0,0,0,0,0,0,958,5
s01,351,1,left,tooSmall,0,0,0,0,0,0,1,0,1821,6
s01,352,1,left,away,1,0,0,0,0,0,0,0,672,2
s01,353,1,left,toward,1,0,0,0,0,0,0,0,592,12
s01,354,1,right,toward,1,0,0,0,0,0,0,0,559,1
s01,355,1,right,toward,1,0,0,0,0,0,0,0,405,4
s01,356,1,left,toward,1,0,0,0,0,0,0,0,748,21
s01,357,1,right,away,1,0,0,0,0,0,0,0,938,5
s01,358,1,right,toward,0,0,0,0,0,0,0,0,1755,9
s01,359,1,left,tooSmall,0,0,0,0,0,0,1,0,1757,13
s01,360,1,left,toward,1,0,0,0,0,0,0,0,710,5
s01,361,1,right,noMS,1,0,0,0,0,0,0,0,360,7
s01,362,1,left,noMS,1,0,0,0,0,0,0,0,442,14
s01,363,1,right,tooSmall,1,0,0,0,0,0,1,0,476,8
s01,364,1,left,away,1,0,0,0,0,0,0,0,473,3
s01,365,1,left,toward,1,0,0,0,0,0,0,0,705,15
s01,366,1,left,tooSmall,1,0,0,0,0,0,1,0,448,63
s01,367,1,left,toward,1,0,0,0,0,0,0,0,828,22
s01,368,1,right,toward,1,0,0,0,0,0,0,0,745,16
s01,369,1,left,toward,1,0,0,0,0,0,0,0,643,17
s01,370,1,left,away,1,0,0,0,0,0,0,0,394,16
s01,371,1,left,toward,1,0,0,0,0,0,0,0,626,1
s01,372,1,left,noMS,1,0,0,0,0,0,0,0,789,4
s01,373,1,left,toward,1,0,0,0,0,0,0,0,639,10
s01,374,1,left,away,1,0,0,0,0,0,0,0,628,13
s01,375,1,right,away,1,0,0,0,0,0,0,0,588,6
s01,376,1,left,toward,1,0,0,0,0,0,0,0,598,19
s01,377,1,right,toward,1,0,0,0,0,0,0,0,908,15
s01,378,1,left,away,1,0,0,0,0,0,0,0,514,12
s01,379,1,right,toward,1,0,0,0,0,0,0,0,625,11
s01,380,1,right,toward,1,0,0,0,0,0,0,0,665,2
s01,381,1,right,tooSmall,1,0,0,0,0,0,1,0,370,1
s01,382,1,right,away,1,0,0,0,0,0,0,0,370,6
s01,383,1,right,tooSmall,1,0,0,0,0,0,1,0,527,25
s01,384,1,left,away,0,0,0,0,0,0,0,0,1703,2
s01,385,1,left,tooSmall,1,0,0,0,0,0,1,0,400,11
s01,386,1,left,away,1,0,0,0,0,0,0,0,724,7
s01,387,1,left,toward,1,0,0,0,0,0,0,0,449,27
s01,388,1,left,toward,1,0,0,0,0,0,0,0,915,11
s01,389,1,left,toward,1,0,0,0,0,0,0,0,582,3
s01,390,1,right,toward,1,0,0,0,0,0,0,0,377,5
s01,391,1,right,tooSmall,1,0,0,0,0,0,1,0,718,30
s01,392,1,right,tooSmall,1,0,0,0,0,0,1,0,368,15
s01,393,1,right,tooSmall,0,0,0,0,0,0,1,0,1307,5
s01,394,1,left,tooSmall,1,0,0,0,0,0,1,0,1177,55
s01,395,1,left,toward,1,0,0,0,0,0,0,0,510,6
s01,396,1,right,toward,1,0,0,0,0,0,0,0,821,13
s01,397,1,left,away,0,0,0,0,0,0,0,0,2403,67
s01,398,1,right,away,1,0,0,0,0,0,0,0,689,9
s01,399,1,right,tooSmall,0,0,0,0,0,0,1,0,2704,19
s01,400,1,right,away,1,0,0,0,0,0,0,0,1060,16
s01,401,1,left,tooSmall,1,0,0,0,0,0,1,0,794,10
s01,402,1,left,away,1,0,0,0,0,0,0,0,444,75
s01,403,1,right,noMS,1,0,0,0,0,0,0,0,825,11
s01,404,1,right,toward,1,0,0,0,0,0,0,0,873,5
s01,405,1,left,tooSmall,1,0,0,0,0,0,1,0,997,11
s01,406,1,right,toward,1,0,0,0,0,0,0,0,686,7
s01,407,1,left,away,1,0,0,0,0,0,0,0,591,3
s01,408,1,right,toward,1,0,0,0,0,0,0,0,595,6
s01,409,1,left,away,1,0,0,0,0,0,0,0,1000,71
s01,410,1,right,toward,1,0,0,0,0,0,0,0,554,9
s01,411,1,right,noMS,1,0,0,0,0,0,0,0,479,23
s01,412,1,left,toward,1,0,0,0,0,0,0,0,415,43
s01,413,1,right,toward,1,0,0,0,0,0,0,0,626,14
s01,414,1,left,noMS,1,0,0,0,0,0,0,0,768,3
s01,415,1,right,toward,1,0,0,0,0,0,0,0,788,1
s01,416,1,right,toward,1,0,0,0,0,0,0,0,685,15
s01,417,1,right,toward,1,0,0,0,0,0,0,0,523,5
s01,418,1,left,toward,1,0,0,0,0,0,0,0,1227,88
s01,419,1,right,toward,1,0,0,0,0,0,0,0,603,8
s01,420,1,right,toward,1,0,0,0,0,0,0,0,607,13
s01,421,1,left,away,1,0,0,0,0,0,0,0,705,4
s01,422,1,left,noMS,1,0,0,0,0,0,0,0,615,1
s01,423,1,left,tooSmall,1,0,0,0,0,0,1,0,402,10
s01,424,1,right,away,1,0,0,0,0,0,0,0,562,6
s01,425,1,left,away,1,0,0,0,0,0,0,0,499,14
s01,426,1,right,toward,1,0,0,0,0,0,0,0,831,1
